歌手：John H. Clarke,所属专辑：String & Wood,Aurora Borealis,29027341,17743,[22834, 12992, 9308, 6875, 5529, 4966, 3068, 2544, 1782, 1632, 1350, 1000, 633, 568, 330]
歌手：张学友,所属专辑：在你身边,烦恼歌,187672,36684,[98750, 64319, 33805, 28771, 19817, 15401, 11165, 8753, 7699, 7631, 6134, 6036, 5071, 4557, 3717]
歌手：Tash Phillips,所属专辑：California Eyes,California Eyes,28838914,1351,[902, 367, 185, 29, 12]
歌手：Ed Calle,所属专辑：Twilight,Twilight,17539278,1812,[1280, 1127, 699, 510, 481, 291, 243, 167, 102, 56, 52, 49, 41, 27, 17]
歌手：Westlife,所属专辑：Coast to Coast,Soledad,2081092,9239,[13187, 11509, 3896, 3713, 2766, 1647, 1594, 1122, 800, 797, 646, 600, 556, 429, 260]
歌手：George Michael,所属专辑：Ladies And Gentlemen... The Best Of George Michael,Careless Whisper,18003388,31539,[70247, 37790, 19758, 19662, 13426, 7931, 7072, 6690, 5022, 3897, 3531, 2439, 1097, 961, 755]
歌手：Sam Levine,所属专辑：HI FI SAX,Un-break My Heart,1991309,576,[460, 187, 145, 91, 30, 23, 15]
歌手：梁静茹,所属专辑：爱久见人心,会过去的,254041,22957,[31953, 20067, 14297, 11901, 10427, 7487, 7163, 6754, 6002, 4658, 3880, 3399, 3307, 2408, 1826]
歌手：梁静茹,所属专辑：爱久见人心,爱久见人心,254037,26944,[30960, 19050, 10934, 8312, 7489, 6768, 5452, 4874, 4200, 3599, 3185, 2818, 2730, 2342, 1742]
歌手：梁静茹,所属专辑：燕尾蝶,接受,254271,3731,[8404, 3945, 2597, 1617, 1519, 1327, 1227, 918, 909, 684, 430, 343, 328, 298, 214]
歌手：梁静茹,所属专辑：恋爱的力量,分手快乐,254309,33346,[22684, 15156, 12464, 11212, 7557, 6070, 5603, 4542, 4527, 4049, 3294, 2330, 1546, 1212, 900]
歌手：梁静茹,所属专辑：丝路,可惜不是你,254191,26665,[32071, 21054, 16958, 10309, 10179, 7126, 5254, 4928, 3371, 3033, 2617, 2348, 2119, 2112, 1836]
歌手：梁静茹,所属专辑：勇气,如果有一天,254486,3577,[4396, 2578, 1914, 1191, 644, 557, 524, 475, 397, 392, 268, 226, 187, 134, 86]
歌手：Josefine Ridell,所属专辑：Junior Eurovision 2010,Allt Jag Vill Ha,2869465,1771,[1466, 632, 306, 197, 119]
歌手：王菲,所属专辑：只爱陌生人,催眠,299644,12829,[13915, 11044, 10216, 8252, 7492, 5847, 3502, 3025, 2938, 2537, 2388, 2370, 1573, 1335, 1078]
歌手：Standfast,所属专辑：Standfast,Carcrashes [Album Version],27506668,1167,[811, 523, 381, 219, 58, 12]
歌手：La Oreja de Van Gogh,所属专辑：Lo Que Te Conté Mientras Te Hacías La Dormida,Rosas,16680952,3093,[3178, 1636, 1514, 1446, 968, 591, 568, 445, 396, 333, 331, 277, 191, 191, 88]
歌手：Helene Fischer,所属专辑：So Wie Ich Bin,Ich will immer wieder... dieses Fieber spür'n,22349811,1938,[1606, 1211, 1179, 148, 121, 115, 31]
歌手：张学友,所属专辑：Jacky Cheung 15,李香兰,188703,25679,[72676, 31058, 29907, 22021, 19897, 13290, 12452, 12211, 11887, 8192, 7494, 6955, 6542, 4839, 2395]
歌手：张学友,所属专辑：吻别,秋意浓,190473,13106,[39768, 24187, 16459, 11304, 10241, 6714, 3871, 3018, 2807, 2410, 2179, 2148, 1234, 1074, 346]
歌手：Tegan and Sara,所属专辑：Heartthrob,I Was a Fool,25727967,3394,[10613, 5614, 3048, 1354, 1321, 1053, 924, 521, 493, 357, 274, 173, 153, 30, 28]
歌手：M2M,所属专辑：Love 101 : 101 Ways To Say I Love You,Pretty Boy,5134011,30259,[58713, 42748, 31723, 17317, 15356, 14373, 13808, 10637, 9986, 9209, 7449, 5928, 4549, 4394, 1661]
歌手：Dong Nhi,所属专辑：The First Step,Ngot Ngao,26114928,1678,[1105, 536, 274, 254, 143, 108, 94, 86, 15, 11, 10, 10]
歌手：Some & Any,所属专辑：First Shot,I Wish You Knew,4302876,2742,[1466, 780, 617, 540, 416, 375, 316, 294, 233, 226, 167, 134, 117, 98, 94]
歌手：Laura Story,所属专辑：Great God Who Saves,Grace,16621268,7924,[9242, 5708, 4785, 3394, 2321, 2292, 2287, 1428, 1402, 904, 689, 633, 390, 255, 150]
歌手：Blaxy Girls,所属专辑：Wrong,Wrong,28242416,1029,[511, 269, 193, 137, 116, 32]
歌手：Achim Reichel,所属专辑：Melancholie und Sturmflut (Bonus Tracks Edition),Aloha Heja He,32337953,53665,[209464, 87632, 63496, 38796, 36000, 30297, 24326, 12588, 11361, 10376, 8532, 7674, 7648, 4381, 2209]
歌手：Cleopatra Stratan,所属专辑：La varsta de 5 ani,Zunea-Zunea,2308680,18410,[56808, 33552, 21702, 15272, 12939, 12298, 7525, 7116, 6212, 5534, 4664, 4094, 3528, 3420, 2699]
歌手：Miu Le,所属专辑：Quên Như Chưa Từng Yêu,Bức Tranh Trong Tim,28856054,2077,[1239, 934, 724, 511, 455, 378, 147, 77, 74, 64, 59, 25, 20, 17, 15]
歌手：Lola,所属专辑：Qaytmaydi,Qaytmaydi,31081057,10067,[9287, 6075, 4803, 3926, 3098, 1775, 1680, 1563, 1420, 1371, 1101, 692, 612, 514, 270]
歌手：Tamia,所属专辑：Tamia,Careless Whisper,3566864,1571,[1335, 960, 922, 881, 778, 532, 117, 80, 69, 57, 27, 25, 15, 12, 10]
歌手：Jewel,所属专辑：0304,Stand,18836873,12463,[21751, 19113, 12882, 10016, 6573, 6457, 5628, 3473, 2531, 2441, 2375, 1969, 1677, 1380, 556]
歌手：Neon Hitch,所属专辑：Serious,Serious,449840279,1960,[2204, 1079, 1031, 810, 732, 672, 464, 383, 192, 168, 150, 29, 24, 14, 11]
歌手：Jonathan Groff / Original Broadway Cast of Hamilton,所属专辑：Hamilton (Original Broadway Cast Recording),You'll Be Back,35804605,1570,[4007, 1928, 1485, 1226, 1054, 783, 680, 641, 531, 512, 443, 393, 335, 224, 197]
歌手：买辣椒也用券,所属专辑：起风了,起风了,1330348068,218259,[388055, 250282, 148306, 141327, 76250, 73628, 68472, 59929, 49866, 38506, 38200, 25568, 23716, 20671, 20406]
歌手：莫文蔚,所属专辑：十二楼的莫文蔚,寂寞的恋人啊,277586,6606,[5867, 3833, 3629, 2252, 1583, 1174, 980, 681, 538, 525, 419, 350, 260, 256, 231]
歌手：Mani Beats,所属专辑：100 Лирических песен для двоих,N&N,28952142,5491,[8637, 5712, 4351, 4100, 3286, 1676, 1340, 1214, 937, 822, 762, 750, 440, 398, 188]
歌手：Rihanna,所属专辑：Good Girl Gone Bad,Take a Bow,3314177,6829,[24289, 12743, 10975, 8697, 4449, 2453, 1914, 1670, 1583, 904, 852, 788, 662, 619, 294]
歌手：Isa,所属专辑：Bomb,Bomb,28838905,1133,[695, 252, 64, 56, 21]
歌手：火箭少女101,所属专辑：卡路里,卡路里,1294924781,79644,[393643, 256466, 127703, 115276, 96363, 86622, 36402, 35458, 20120, 17257, 16450, 13903, 11433, 5157, 4552]
歌手：Fall Out Boy,所属专辑：Save Rock And Roll,The Phoenix,26199445,130304,[626507, 341413, 177381, 135485, 129890, 129597, 80382, 79311, 71172, 56181, 52162, 39684, 33148, 27588, 26501]
歌手：Ally Sereda,所属专辑：High World,Blaow,29343724,1785,[1887, 1513, 798, 584, 397, 341, 191, 120, 105, 86, 29, 10]
歌手：Foxes,所属专辑：Beauty Queen ,Beauty Queen,26256201,1418,[1792, 824, 710, 575, 513, 465, 354, 289, 253, 250, 185, 172, 157, 98, 91]
歌手：Declan Galbraith,所属专辑：Thank You,An Angel,1215404,2155,[2529, 1149, 897, 600, 543, 414, 338, 310, 112, 72, 65, 59, 59, 43, 23]
歌手：Ace Wilder,所属专辑：Busy Doin’ Nothin’ ,Busy Doin' Nothin',28282808,1060,[568, 409, 251, 210, 179, 117, 111, 67, 42]
歌手：Sarah Connor,所属专辑：Bounce,Wait Till You Hear From Me,3405459,3044,[5615, 3209, 2304, 1672, 1361, 1132, 911, 832, 737, 628, 447, 299, 248, 178, 43]
歌手：Boy,所属专辑：Mutual Friends,Skin,26272861,1505,[1489, 998, 669, 663, 471, 440, 170, 115, 105, 62, 43, 15]
歌手：Mischa,所属专辑：Hello,Hello,28838746,2122,[1419, 689, 590, 374, 335, 292, 282, 208, 87, 58, 54, 39, 32, 27]
歌手：Honorata Skarbek,所属专辑：Million,Wolam Cie,28493634,1106,[1182, 632, 311, 172, 75, 38, 17]
歌手：Kids United,所属专辑：Un monde meilleur,On écrit sur les murs,36607898,11126,[30207, 24152, 20966, 12149, 11722, 10764, 9223, 9132, 7743, 3767, 3685, 3171, 2996, 1683, 606]
歌手：Monrose,所属专辑：Temptation,Even Heaven Cries,17046466,2481,[2901, 1357, 1092, 653, 537, 386, 285, 197, 197, 194, 105, 97, 96, 60, 54]
歌手：Adie,所属专辑：Just You And Me,Seek You,16398768,2224,[2561, 1393, 939, 757, 440, 325, 242, 155, 72, 38, 28, 23]
歌手：Ituana,所属专辑：Big Little Lies (Music From the HBO Limited Series),You Can't Always Get What You Want,469104245,2582,[2128, 1486, 1400, 1161, 775, 680, 517, 401, 327, 251, 223, 169, 147, 118, 111]
歌手：Calvin Harris / Rihanna,所属专辑：This Is What You Came For,This Is What You Came For,411314681,42329,[132869, 71627, 50362, 41112, 24532, 18079, 12057, 10429, 8910, 7285, 6139, 5789, 4442, 3944, 3097]
歌手：Silencyde,所属专辑：AM,AM,35504129,6862,[6120, 4991, 3184, 3130, 2964, 2430, 2063, 1891, 1869, 1281, 1061, 916, 739, 570, 349]
歌手：Matilda / Omvr,所属专辑：Apologize,Apologize,434266063,1296,[842, 518, 388, 260, 258, 148, 128, 75, 72, 70, 45, 19]
歌手：Melanie C,所属专辑：This Time,Forever Again,21232503,1366,[137]
歌手：The Cranberries,所属专辑：Wake Up And Smell The Coffee,Never Grow Old,21971060,17006,[11829, 9409, 6986, 5329, 3976, 2432, 2421, 1674, 1633, 1433, 1399, 1260, 812, 593, 579]
歌手：Lenka,所属专辑：Blue Skies,Blue Skies,30841616,7148,[11426, 9857, 7184, 6288, 3511, 2777, 2250, 2204, 2039, 1627, 1305, 1032, 1022, 542, 425]
歌手：Catie Mckinney,所属专辑：waiting for the light,Sunrise,2409041,5573,[7929, 4034, 2677, 2414, 2207, 2121, 1864, 1026, 963, 912, 796, 717, 634, 459, 245]
歌手：MARINA,所属专辑：Electra Heart,Starring Role,20162503,1392,[1817, 1149, 644, 619, 468, 369, 212, 163, 155, 95, 66, 57]
歌手：Agnes Obel,所属专辑：Aventine,Dorian,27780266,1619,[3327, 1628, 1019, 910, 858, 620, 500, 382, 346, 338, 280, 267, 231, 128, 89]
歌手：Jennifer Rush,所属专辑：Now Is The Hour,Down On My Knees,18728252,3219,[3189, 750, 371, 272, 231, 202, 148, 123, 117, 95, 78, 70, 45, 38, 22]
歌手：Darin,所属专辑：Flashback,What If (Bonus track),1217607,22437,[40618, 28549, 27845, 22930, 20540, 20457, 13162, 11603, 7291, 7215, 3937, 3872, 3325, 1064, 758]
歌手：Jacoo,所属专辑：Hurt EP,The Last String,29544534,10879,[16153, 9119, 7329, 6528, 6282, 5650, 4495, 3836, 3040, 2609, 2059, 1834, 1691, 1444, 1390]
歌手：胡歌,所属专辑：仙剑奇侠传 电视原声带,逍遥叹,4875306,61233,[169219, 64166, 53064, 50781, 33601, 28058, 26276, 17986, 17716, 12414, 11427, 8789, 8470, 7488, 4819]
歌手：李健,所属专辑：我是歌手第三季 第6期,袖手旁观 (Live),31877484,17863,[33269, 17504, 12768, 11507, 9546, 9233, 6546, 5685, 5029, 4201, 4153, 3957, 3562, 2967, 2792]
歌手：David Usher,所属专辑： Musical Harmony Collection,Black black heart,30148057,1428,[2624, 907, 578, 520, 306, 286, 186, 175, 92, 64, 59, 39, 34, 31, 27]
歌手：Josefine Ridell,所属专辑：最新热歌慢摇23,Reaching For The Stars,27949293,4671,[4399, 3763, 2287, 2025, 1418, 1111, 1034, 1025, 545, 476, 449, 442, 317, 283, 219]
歌手：Jessie J,所属专辑：Flashlight (From "Pitch Perfect 2") - (电影《完美音调2》原声带),Flashlight (From "Pitch Perfect 2" Soundtrack),31563628,12868,[31165, 23471, 17415, 11520, 9594, 8167, 7312, 5975, 4065, 3503, 2532, 2191, 1962, 1787, 1057]
歌手：Melanie C,所属专辑：Die Groessten Nr 1 Hits,First Day Of My Life,5111059,3034,[3487, 2053, 889, 644, 572, 503, 337, 296, 223, 172, 103, 94, 64, 51, 35]
歌手：Audrey Assad,所属专辑：Fortunate Fall,Spirit of the Living God,27583632,11076,[41874, 20006, 15021, 11024, 8094, 7614, 6018, 5408, 4468, 2685, 2198, 1495, 1466, 1122, 370]
歌手：Madeline Juno,所属专辑：Salvation,You Know What?,37906423,2978,[1618, 1268, 491, 400, 317, 65, 65, 55, 48, 19, 17, 16, 12, 10, 10]
歌手：Max Denoise,所属专辑：Dash Berlin Top 15 - September 2011 (Including Classic Bonus Track),Sestrelia (Sunny Lax Remix),17246950,6,[]
歌手：Gala,所属专辑：Tough Love (Deluxe Version),Faraway,18059932,8833,[24292, 11058, 5181, 4367, 2169, 2154, 2035, 1302, 1221, 1038, 956, 818, 811, 521, 489]
歌手：The Hampdens,所属专辑：The Last Party,Forget To Begin,19531715,9219,[14759, 11598, 8604, 7548, 4364, 4333, 2319, 2187, 1568, 1144, 968, 953, 735, 498, 461]
歌手：Slowtide,所属专辑：Origins,The Wild Outdoors,1952233,1424,[2297, 718, 575, 362, 337, 233, 177, 122, 118, 80, 57, 31, 16]
歌手：BRONCHO,所属专辑：Just Enough Hip To Be Woman,Class Historian,29365648,9781,[12816, 6965, 4272, 2953, 2098, 1428, 964, 707, 425, 416, 291, 247, 237, 227, 195]
歌手：光泽,所属专辑：光泽,空心 ,435288399,132836,[194667, 146642, 98269, 53314, 47142, 39472, 36250, 33616, 25633, 24704, 15738, 14535, 14386, 13255, 12831]
歌手：Billie Eilish,所属专辑：Fingers Crossed,Fingers Crossed,467953667,7018,[16696, 9969, 7699, 7444, 6856, 5837, 4739, 4017, 3743, 2892, 2270, 1621, 1420, 722, 596]
歌手：Frances,所属专辑：Let It Out,Set Sail,34834414,22706,[45345, 31805, 23272, 18674, 18232, 14712, 9226, 8490, 8201, 8068, 6004, 4770, 4307, 4210, 3765]
歌手：Five for Fighting,所属专辑：Slice,Tuesday,22281622,28361,[31954, 29428, 25210, 16082, 12753, 7205, 6570, 6497, 5419, 4339, 2980, 2843, 2783, 2434, 1286]
歌手：KT Tunstall,所属专辑：Monitor This!,Feel It All (Band Jam),27814078,2560,[4318, 2217, 1708, 1209, 886, 712, 581, 551, 335, 291, 269, 172, 112, 88, 48]
歌手：Boxinbox & Lionsize,所属专辑：Hymn for the Weekend (BOXINBOX & LIONSIZE Remix),Hymn for the Weekend (BOXINBOX & LIONSIZE Remix),409647889,14575,[38621, 16668, 7041, 6728, 6614, 4432, 2813, 2556, 2382, 1172, 1052, 994, 915, 531, 473]
歌手：Sarah Fimm,所属专辑：White Bird,Tamara Song,3412626,1062,[912, 459, 364, 213, 198, 177, 143, 113, 97, 97, 35, 32, 19, 14, 11]
歌手：Overground,所属专辑：It's Done!,One For Da Money,21343559,18550,[39303, 26304, 11944, 8914, 8477, 6684, 4939, 3436, 2897, 2390, 2280, 1874, 1635, 1104, 293]
歌手：Jennifer March,所属专辑：Enemy,Enemy,27579123,17288,[26237, 20663, 12305, 7387, 4523, 3832, 3361, 1958, 1547, 1386, 1285, 1138, 1134, 619, 413]
歌手：Angelika Vee,所属专辑：Nero Bianco - Best of Chill out 2013,Burn,28148942,11829,[69677, 29587, 11303, 10161, 7124, 5666, 4298, 3580, 3020, 1914, 1366, 822, 591, 466, 453]
歌手：Sam Tsui,所属专辑：Stitches,Stitches,36198480,18875,[94458, 48938, 28880, 21593, 15634, 13885, 12903, 9547, 6983, 6095, 5353, 5008, 3007, 2454, 2394]
歌手：MARINA,所属专辑：Immortal,Immortal,29898061,1299,[1790, 1259, 1186, 470, 285, 257, 232, 204, 140, 97, 75, 18, 15]
歌手：P!nk / Nate Ruess,所属专辑：The Truth About Love,Just Give Me A Reason,21373645,31194,[61855, 41285, 22415, 21924, 17528, 15421, 12694, 7299, 4783, 4472, 3127, 2963, 2847, 1960, 1211]
歌手：Anna F,所属专辑：Friedberg (Radio Edit),Friedberg (Radio Edit),31273959,1208,[1221, 195, 154, 139, 137, 121, 24, 14]
歌手：Agnes Obel,所属专辑：Aventine,The Curse,27780270,2562,[3459, 2722, 2272, 1878, 1229, 767, 616, 575, 449, 445, 280, 240, 193, 121, 94]
歌手：Monogem,所属专辑：Wild,Wild,441491410,27477,[75529, 54199, 34997, 30159, 27157, 17079, 14369, 11623, 9726, 8688, 5456, 5423, 4913, 4827, 4790]
歌手：Two Steps From Hell,所属专辑：Battlecry,Star Sky,31654478,102086,[204675, 143710, 123166, 102371, 90908, 77484, 52620, 43315, 35506, 33955, 33280, 30529, 23781, 22675, 21504]
歌手：LaFee,所属专辑：Shut Up,Tell Me Why,21031317,2845,[1920, 1720, 1658, 1336, 1128, 740, 698, 449, 414, 242, 170, 139, 27, 26, 11]
歌手：品冠 / 钟明秋,所属专辑：隐藏的歌手 第十一期,那些女孩教我的事 (Live),399342285,2495,[3864, 3336, 1377, 1371, 1153, 924, 696, 583, 575, 487, 323, 318, 301, 216, 143]
歌手：Madeline Juno,所属专辑：The Unknown,Second Time Around,28299552,1389,[1552, 666, 631, 287, 217, 181, 135, 102, 70, 58, 28, 24, 21]
歌手：ChianoSky,所属专辑：Hungry,Walking Away,28718009,7040,[8342, 6490, 3811, 2758, 2418, 1823, 1213, 1207, 940, 569, 568, 465, 365, 118, 67]
歌手：Ehrling,所属专辑：Champagne Ocean,Champagne Ocean,436147067,68311,[170055, 61052, 53289, 43597, 43541, 20017, 18428, 10821, 10209, 2623, 1801, 1612, 1322, 976, 971]
歌手：Zella Day,所属专辑：1965,1965,28798452,24319,[71613, 56854, 38202, 31326, 24134, 22907, 14144, 12456, 10459, 9967, 9817, 7044, 6058, 2775, 2686]
歌手：Tone Damli Aaberge,所属专辑：Cocool,Stupid,3780390,15174,[14031, 12287, 11815, 6535, 4680, 3852, 3210, 2978, 1658, 1483, 340, 115, 85, 84, 74]
歌手：田馥甄,所属专辑：My Love,魔鬼中的天使,296837,43978,[109513, 90220, 34217, 34197, 30868, 29366, 15946, 13922, 12255, 10881, 10046, 8217, 5857, 4607, 4579]
歌手：Miriam Bryant,所属专辑：Raised in Rain,Last Soul on Earth,26534131,4985,[16587, 7678, 5338, 5282, 2331, 2208, 1826, 1309, 723, 708, 553, 545, 454, 346, 338]
歌手：Adam Lambert,所属专辑：Trespassing,Outlaws Of Love,16343629,33022,[53946, 44019, 30104, 25226, 25036, 19249, 15404, 13375, 12305, 11105, 10462, 8531, 5945, 4896, 3461]
歌手：Elize,所属专辑：In Control,Sexual Healing,2538549,9727,[4577, 4071, 2825, 2103, 1641, 1499, 836, 597, 264, 256, 230, 178, 172, 84, 56]
歌手：林志炫,所属专辑：我是歌手第一季 第7期,Opera (Live),25730245,3240,[6748, 3880, 3507, 3099, 2738, 2592, 2345, 1887, 1698, 1409, 1306, 884, 778, 565, 491]
歌手：林志炫,所属专辑：我是歌手第一季 第9期,Making Love Out Of Nothing At All (Live),25984152,5260,[11202, 6403, 4525, 4496, 3494, 3401, 3052, 2761, 2436, 2122, 1676, 1290, 1124, 970, 315]
歌手：林志炫,所属专辑：绝对收藏,离人,109729,34212,[99294, 27057, 26526, 18530, 16473, 14550, 10071, 9669, 7619, 4457, 4296, 3677, 3438, 3253, 2130]
歌手：林志炫,所属专辑：优客年代 精选优客李林,你的样子,390345,15415,[44606, 21057, 13844, 10237, 8156, 7799, 5899, 5282, 3440, 2419, 2315, 1705, 1631, 1305, 763]
歌手：Paper Aeroplanes,所属专辑：Joy,Caravan,32192199,5502,[16514, 6818, 5152, 3778, 3637, 2998, 2036, 1999, 1201, 1090, 989, 476, 408, 300, 154]
歌手：Sofi de la Torre,所属专辑：That Isn't You,That Isn't You,31477432,15727,[38695, 22266, 12816, 10306, 9430, 6715, 6214, 4745, 4361, 4035, 3356, 2526, 2334, 2185, 1150]
歌手：Luke Thompson,所属专辑：To the Common Dark,On a Slow Boat to China,27591140,22535,[66968, 63857, 19128, 14753, 11226, 9835, 7503, 6510, 5552, 3334, 2902, 2888, 1985, 1084, 760]
歌手：Fitz and The Tantrums,所属专辑：Fitz and The Tantrums (Deluxe),HandClap,407839677,128340,[332441, 128219, 126556, 90024, 67454, 55387, 48338, 36612, 31544, 25775, 8002, 7729, 6315, 5206, 5178]
歌手：Anna F,所属专辑：King in the Mirror,Fools,28442983,1783,[2854, 1319, 871, 765, 609, 329, 217, 184, 162, 150, 142, 125, 66, 46, 45]
歌手：Edward Maya & Vika Jigulina,所属专辑：The Stereo Love Show,Stereo Love (Original Mix),27981487,186,[41]
歌手：Edward Maya,所属专辑：Stereo Love,Stereo Love(Molella Remix Radio Edit),1341766,1601,[1352, 572, 393, 383, 282, 144, 97, 90, 19, 18, 17, 12, 10]
歌手：Agnes Obel,所属专辑：Philharmonics (Deluxe Edition),Riverside,16426485,21653,[78706, 47573, 37862, 25702, 12684, 11563, 8617, 7139, 7037, 6696, 4036, 3585, 3016, 2320, 1101]
歌手：Various Artists,所属专辑：最新热歌慢摇102,How You Make Me Feel,32619054,28365,[90264, 41474, 39407, 28237, 18718, 17750, 12123, 11803, 5914, 4618, 4440, 3326, 2207, 2037, 1952]
歌手：周冬雨 / 张一山,所属专辑：如果我爱你,如果我爱你,489998494,92932,[186715, 66733, 52070, 46890, 37075, 34500, 27406, 24651, 24387, 19860, 16034, 15539, 13853, 10965, 6377]
歌手：Coldplay / Gwyneth Paltrow,所属专辑：Everglow,Everglow,37239018,61534,[105657, 41222, 38896, 21796, 19833, 14868, 12639, 8778, 8278, 7031, 6639, 5436, 5076, 4811, 2760]
歌手：Coldplay / SeeB,所属专辑：Hymn For The Weekend (Seeb Remix),Hymn for the Weekend (SeeB Remix),412951708,18540,[53774, 24714, 16764, 13610, 9131, 6593, 5059, 4399, 3034, 2736, 2636, 2554, 2313, 1938, 1409]
歌手：Coldplay,所属专辑：Yellow,Yellow,17177324,85143,[187382, 177920, 68504, 67832, 38618, 37437, 32256, 25724, 23155, 20557, 15557, 12167, 11127, 9170, 6038]
歌手：马良,所属专辑：往后余生,往后余生,557584888,228834,[399780, 385210, 220466, 178933, 153947, 142300, 134086, 83052, 75936, 75738, 52693, 41763, 36619, 31120, 23370]
歌手：凯瑟喵,所属专辑：白夜（《白夜追凶》片尾曲）,白夜（Cover 尹姝贻）,512365425,29663,[137729, 82776, 51743, 45970, 30680, 26118, 21934, 13862, 12735, 10396, 9063, 8741, 8065, 3724, 3316]
歌手：Olly Murs,所属专辑：24 HRS (Deluxe),That Girl,440208476,207741,[580708, 325128, 252103, 233026, 150021, 147328, 114955, 109427, 97100, 79017, 74941, 51744, 46383, 33119, 28458]
歌手：Coldplay,所属专辑：Viva La Vida or Death and All His Friends,Viva La Vida,3986017,87963,[184673, 143013, 88671, 70520, 61709, 50750, 43956, 35953, 28405, 25203, 18979, 13072, 11756, 8426, 7126]
歌手：李文世 / 김윤희,所属专辑：판타스틱 듀오 Part.21 - (Fantastic Duo Part.21),그녀의 웃음 소리뿐,441489974,2448,[1867, 1729, 994, 893, 571, 564, 451, 412, 316, 194, 84, 66, 38, 34, 30]
歌手：烟把儿,所属专辑：纸短情长（完整版）,纸短情长（完整版）,516076896,234877,[603401, 178385, 176636, 99613, 94850, 92576, 80377, 65147, 55132, 50529, 39385, 37897, 28174, 27587, 19373]
歌手：Glass Towers,所属专辑：Halcyon Days,Foreign Time,26607463,6953,[6312, 5672, 1857, 1446, 1165, 1110, 960, 486, 463, 461, 213, 108, 87, 86, 79]
歌手：Beyoncé,所属专辑：I Am...Sasha Fierce [Deluxe Edition],If I Were a Boy,2188283,22386,[56474, 45697, 38759, 35535, 32734, 20856, 14158, 13608, 7618, 7551, 4937, 4827, 4629, 4151, 2936]
歌手：Audrey Hepburn,所属专辑：Audrey Hepburn's Enchanted Tales,Enchanted Tales,2177176,3033,[4369, 3543, 3131, 2352, 1615, 1113, 760, 694, 540, 508, 474, 455, 379, 347, 344]
歌手：陈鸿宇,所属专辑：一如年少模样,一如年少模样,463157222,92267,[177281, 111838, 85835, 54630, 51917, 38245, 33360, 31445, 28755, 23857, 21253, 19127, 16925, 12293, 9130]
歌手：Celine Dion,所属专辑：Power of Love,Power of Love,19615186,3837,[3751, 3116, 2521, 1745, 1448, 1069, 791, 569, 555, 267, 145, 123, 94, 84, 81]
歌手：Barcelona,所属专辑：Not Quite Yours,Midnight,28193020,7291,[8216, 4385, 4022, 3312, 3107, 2143, 1764, 1427, 1334, 1059, 897, 775, 574, 549, 517]
歌手：Brendan James,所属专辑：Brendan James,Let It Rain,1088157,4916,[11598, 10089, 8230, 5205, 3616, 3227, 3170, 2628, 2324, 1690, 1468, 827, 683, 663, 293]
歌手：Manic Street Preachers,所属专辑：Walk Me To The Bridge,Caldey,28804591,4664,[4796, 3187, 2634, 1751, 1252, 1078, 1017, 824, 424, 400, 325, 241, 232, 207, 164]
歌手：刘德华,所属专辑：经典重现,情感的禁区,110130,2713,[2158, 1006, 760, 653, 580, 357, 304, 201, 87, 43, 31, 17, 15, 14]
歌手：刘珂矣,所属专辑：半壶纱,半壶纱,28793140,50266,[150633, 66637, 53685, 46118, 34027, 23313, 21898, 13602, 12396, 8451, 8094, 8093, 5660, 4993, 4375]
歌手：陈鸿宇,所属专辑：浓烟下的诗歌电台,理想三旬,31445772,416738,[767167, 677782, 303593, 218220, 173423, 115325, 100092, 97124, 91929, 57780, 51574, 49160, 47918, 34614, 28958]
歌手：Isaac Gracie,所属专辑：Silhouettes Of You,Silhouettes Of You,506224180,23678,[31576, 18200, 12715, 11496, 10361, 10189, 6549, 5147, 4657, 4587, 4090, 2659, 1951, 1599, 973]
歌手：Allan Taylor,所属专辑：Color To the Moon,Scotty,986476,17428,[58386, 26868, 21804, 11667, 10405, 8929, 7647, 7610, 6139, 4907, 4623, 4364, 2312, 1835, 1621]
歌手：Caron Nightingale,所属专辑：Lover Loving Dictionary 3,Promise Don't Come Easy,25880357,2580,[2696, 2215, 1199, 778, 613, 518, 347, 315, 144, 105, 77, 70, 18, 16, 15]
歌手：Taylor Swift / Ryan Tedder / Sawyr,所属专辑：Delicate (Sawyr And Ryan Tedder Mix),Delicate (Sawyr And Ryan Tedder Mix),567447085,4663,[27257, 12934, 8124, 4629, 3953, 2612, 2009, 1938, 1459, 1439, 1084, 933, 774, 372, 171]
歌手：小潘潘（潘柚彤） / 小峰峰（陈峰）,所属专辑：学猫叫,学猫叫,554191055,56163,[135943, 134571, 130915, 54551, 44629, 40791, 33402, 24034, 23624, 18416, 14612, 12289, 11245, 5828, 4728]
歌手：封茗囧菌,所属专辑：安娜的橱窗,安娜的橱窗,537470060,16194,[72359, 39683, 20361, 17937, 17593, 16758, 14443, 10692, 6204, 5318, 5191, 4751, 2786, 1720, 996]
歌手：袁娅维,所属专辑：说散就散,说散就散,523251118,421845,[679899, 390154, 201983, 189770, 131069, 103019, 98903, 98903, 63672, 55868, 47592, 44800, 42289, 29698, 28649]
歌手：Albert hammond,所属专辑：4 Hits: Albert Hammond,It Never Rains In Southern California,16315182,3737,[3553, 1485, 1099, 954, 839, 788, 549, 436, 338, 299, 192, 71, 56, 41, 27]
